,Unnamed: 0,Datum,Mitarbeiter-ID,1AD01,1AD02,1AD03,1AD04,1SM01,1SM02,1SM03,1SM04,1BV01,1BV02,1BV03,1BV04,1GD01,1GD02,1GD03,1PF01,1PF02,1KD01,2KF01,2KF02,2KF03,2KF04,2SP01,2SP02,2SP03,2DF01,2DF02,2DF03,2DF04,2KO01,2KO02,2VF01,2VF02,2VF03,2SF01,2SF02,3FV01,3FV02,3FV03,3WT01,3WT02,3WT03,3EX01,3EX02,3EX03,3EX04,3FA01,3FA02,3FA03,3TA01,3TA02,3TA03,4TF01,4TF02,4TF03,4TF04,4KF01,4KF02,4KF03,4KF04,4BM01,4BM02,4BM03,4BM04,4FK01,4FK02,4FK03,4IK01,4IK02,4HU01,4HU02,5SW01,5SW02,5SW03,5SV01,5SV02,5SV03,5SV04,5SV05,5SV06,5SV07,6BF01,6BF02,6BF03,6BF04,6FK01,6FK02,6FK03,6FK04,6LF01,6LF02,6LF03,6MF01,6MF02,6MF03,6MF04,6EM01,6EM02,6EM03,6HB01,6HB02,7GE01,7GE02,7GE03,7GE04,7GE05,7GE06,7GE07,7GE08,7GE09,7GE10,8RE01,8RE02,8RE03,8RE04,8RE05,8RE06,8RE07,9ZH01,9ZH02,9ZH03,9ZH04,9OF01,9OF02,9OF03,9OF04,9AB01,9AB02,9AB03,9AB04,9EF01,9EF02,9PM01,9PM02,9PM03,9KS01,9KS02,9GF01,9GF02,9GF03,9GF04,10IN01,10IN02,10IE01,10IE02,10IE03,10IE04,10KR01,10KR02,10AF01,10AF02,10IG01,10IG02,10EF01,10EF02,10IF01,10IF02,10MO01,10MO02
0,0.0,04/22/25 13:38:16,102,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,,04/22/25 14:00:51,102,5.0,4.0,3.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0
